Constituency,Name,Political Party,Votes,ID
ARINGA NORTH COUNTY,ONZIMA  GODFREY,NRM,12597,285
ARINGA NORTH COUNTY,ACHILE  MANOAH MILA,INDEPENDENT,4990,285
ARINGA SOUTH  COUNTY,ALIONI  YORKE ODRIA,NRM,13870,285
ARINGA SOUTH  COUNTY,MUSEMA  MUDATHIR BRUCE,FDC,7451,285
ARINGA SOUTH  COUNTY,ANGULIBO  SIRAJI,NUP,869,285
OKORO COUNTY,OKUMU GABRIEL,NRM,25810,286
OKORO COUNTY,KERMUNDU MARTIN NEN- ONGO,INDEPENDENT,3905,286
OKORO COUNTY,KUMIRA NICHOLAS ANGALA,INDEPENDENT,1965,286
OKORO COUNTY,OFOYORWOTH GABRIEL,ANT,718,286
ORA COUNTY,BIYIKA  LAWRENCE SONGA,NRM,19684,287
ORA COUNTY,SUMBA  RONALD RUPINY,INDEPENDENT,7320,287
ORA COUNTY,JAWOTHU OKURA  FRED,FDC,1275,287
ORA COUNTY,OCAKOWUN  FELIX,INDEPENDENT,461,287
ABIM,OKORI MOE  JANET GRACE AKECH,NRM,7705,288
ABIM,AUMA  JULIANA MODEST,INDEPENDENT,7608,288
ABIM,NAMUNU  PASKA OTTO,INDEPENDENT,6920,288
ABIM,APIO  SANTINA GRACE ABIA,INDEPENDENT,1787,288
ADJUMANI,ABABIKU  JESCA,NRM,32488,289
ADJUMANI,ERIYO  JESCA,INDEPENDENT,12341,289
ADJUMANI,MASUDIO  JOSEPHINE,INDEPENDENT,1432,289
ADJUMANI,KOLIBA  MONICA KOTEVU,INDEPENDENT,852,289
ADJUMANI,VUSIYA  BANGI LINA PYERA,INDEPENDENT,693,289
AGAGO,AKELLO  BEATRICE AKORI,NRM,31621,290
AGAGO,AKELLO  JUDITH FRANCA,FDC,26840,290
AGAGO,ABALO  LILLIAN ONGOM,INDEPENDENT,3819,290
AGAGO,ABER  LILLY GORRETTI,INDEPENDENT,1911,290
AGAGO,OKIDI  WINNIE,INDEPENDENT,1180,290
ALEBTONG,ACEN  DORCUS,NRM,29184,291
ALEBTONG,ACHEN  CHRISTINE AYO,INDEPENDENT,17269,291
ALEBTONG,ABONGO  O. ELIZABETH,FDC,11672,291
ALEBTONG,ATIM  JUDITH JOY,UPC,6346,291
ALEBTONG,ALUM  CATHERINE JOGOLE,INDEPENDENT,1582,291
ALEBTONG,AKULLU  EMILY OMACARA,INDEPENDENT,1040,291
AMOLATAR,ATIM  AGNES APEA,NRM,23926,292
AMOLATAR,AMULE  DOREEN RUTH,INDEPENDENT,20174,292
AMOLATAR,ANGWECH  COLLINE,INDEPENDENT,7308,292
AMOLATAR,AMALI  CAROLINE OKAO,INDEPENDENT,556,292
AMOLATAR,AKELLO  LOYCE,UPC,470,292
AMUDAT,CHELAIN  BETTY LOUKE,NRM,15685,293
AMUDAT,CHEUTICH  RUFINA,INDEPENDENT,11154,293
AMUDAT,NAUWAT  ROSEMARY,INDEPENDENT,3981,293
AMURIA,AMERO  SUSAN,INDEPENDENT,20284,294
AMURIA,ACEN  RHODA,NRM,18341,294
AMURIA,ALEO  DEBORAH MARY,FDC,11469,294
AMURIA,ALIAMO  EUNICE,INDEPENDENT,6645,294
AMURIA,ALASO  ESEZA,INDEPENDENT,953,294
AMURU,AKELLO  LUCY,FDC,21183,294
AMURU,ANGEYO  LUCY KIJANGE,NRM,15353,294
APAC,AWOR  BETTY ENGOLA,NRM,28002,295
APAC,ACHOLA  SUSAN ENGOLA,UPC,24761,295
APAC,ADIE  REBECCA MORO,INDEPENDENT,1185,295
ARUA,PAPARU LILLIAN OBIALE,NRM,,296
ARUA CITY,OSORU  MOURINE,NRM,39752,296
ARUA CITY,BAKO  CHRISTINE ABIA,ANT,14044,296
ARUA CITY,SHEILLAH  PRINCESS OBIA,NUP,11832,296
ARUA CITY,IZUMA  FABIOLLAH ANNETTE,INDEPENDENT,6380,296
ARUA CITY,ACHAN  HELLEN,FDC,2476,296
BUDAKA,KAMUGO PAMELA  NASIYO,NRM,24042,297
BUDAKA,BABULA NOEL KATAIKE MATILDA,INDEPENDENT,14931,297
BUDAKA,BALUKA  HILDA LILLY,INDEPENDENT,8864,297
BUDAKA,KATAIKE  SARAH NDOBOLI,INDEPENDENT,6275,297
BUDAKA,MUGOYA  ANNAH,INDEPENDENT,3841,297
BUDAKA,NANKOMA  BARBRA,NUP,2837,297
BUDAKA,NABUKWASI DINAH  RACHEAL KAMIZA,FDC,2464,297
BUDAKA,KAHWA MARGARET MBULAITEYE SAIMO,INDEPENDENT,438,297
BUDAKA,NAKIRYA  KUNGU PAMELA,INDEPENDENT,270,297
BUDAKA,SHOPI  BRENDA IZABEL,INDEPENDENT,253,297
BUDUDA,NANDUTU  AGNESS,INDEPENDENT,27516,298
BUDUDA,KHAINZA  JUSTINE,NRM,17808,298
BUGIRI,TAAKA  AGNES,NRM,40638,299
BUGIRI,NAMATENDE  EUNICE,FDC,25989,299
BUGIRI,BABI  HADIJAH,INDEPENDENT,16769,299
BUGIRI,NAMUMBYA  REBECCA,NUP,15353,299
BUGIRI,NAIRUBA  FAIBE,INDEPENDENT,1747,299
BUGIRI,NAIGAGA  MARY,DP,1223,299
BUGWERI,MAGOOLA  RACHEL  MIRIEL,NRM,15739,300
BUGWERI,WALUKAMBA  MERCY,NUP,14198,300
BUGWERI,AMINAH  MUTESI  NALUGODA,ANT,13084,300
BUGWERI,BABIRYE  CAROLINE,INDEPENDENT,1612,300
BUGWERI,ABBY  NORAH  KATO KALULE SEWALI,FDC,681,300
BUGWERI,BABIRYE  SARAH,JEEMA,681,300
BUHWEJU,KATWESIGYE  OLIVER KOYEKYENGA,NRM,26199,301
BUHWEJU,NNAMARA  ANNET OYES BYAMUKAMA,INDEPENDENT,17418,301
BUHWEJU,AKANKWASA  PHIONA,INDEPENDENT,2845,301
BUHWEJU,BISHANGA  ALICE,FDC,1077,301
BUHWEJU,TUKAMUHEEBWA  MIRIA,INDEPENDENT,482,301
BUIKWE,MUTASINGWA  DIANA NANKUNDA KAGYENYI,NRM,43215,302
BUIKWE,NANTEZA  RESTY,FDC,41561,302
BUIKWE,NABATANZI  FARIDAH,NUP,30275,302
BUIKWE,MUKASA  IMMACULATE KABAALE,INDEPENDENT,3613,302
BUIKWE,NAKIBUUKA  RASHIDA,DP,2590,302
BUIKWE,NANKABIRWA  HARRIET,INDEPENDENT,2237,302
BUIKWE,BANDURU  DIANAH,INDEPENDENT,2054,302
BUIKWE,NAKIGULI  LYDIA,INDEPENDENT,1408,302
BUKEDEA,AMONG ANITA ANNET,NRM,,303
BUKOMANSIMBI,NANYONDO  VERONICA NAMAGANDA,NUP,28459,303
BUKOMANSIMBI,NAKIWALA  FLORENCE KIYINGI,NRM,16035,303
BUKOMANSIMBI,NAKAWUNGU  HALIMAH,INDEPENDENT,1562,303
BUKOMANSIMBI,NAMUYANJA  PAMELA,DP,969,303
BUKWO,CHEMUTAI  EVERLYN,INDEPENDENT,16603,304
BUKWO,TETE  CHELANGAT EVERLINE,NRM,15585,304
BUKWO,CHEBENI  PAULA,INDEPENDENT,415,304
BULAMBULI,NAFUNA-MULONI  IRENE MARGARET,NRM,28875,305
BULAMBULI,WEKOMBA   SARAH NAMBOZO,INDEPENDENT,19656,305
BULAMBULI,NAMBOZO  PATIENCE,INDEPENDENT,1133,305
BULAMBULI,MUDUWA  SCOVIA,NUP,1009,305
BULIISA,BIGIRWA  NORAH NYENDWOHA,NRM,23474,306
BULIISA,KINOBE  CHARLOTTE,INDEPENDENT,3879,306
BUNDIBUGYO,BEBONA  BABUNGI JOSEPHINE,NRM,36594,307
BUNDIBUGYO,NTABAZI  HARRIET,INDEPENDENT,35222,307
BUNDIBUGYO,MUSUMBA  HARRIET,NUP,5,307
BUNYANGABU,MUTUUZO  PEACE REGIS,NRM,34057,308
BUNYANGABU,KABAROKOLE  SARAH,INDEPENDENT,23289,308
BUSHENYI,KATUSIIME  ANNET MUGISHA,NRM,73055,309
BUSHENYI,ATUHIRE  MADINAH,INDEPENDENT,10658,309
BUSHENYI,NSHEMEREIRWE  FEDERICA,FDC,1629,309
BUSHENYI,KYAMANYWA  FAITH,ANT,486,309
BUSIA,AUMA  HELLEN WANDERA,NRM,33701,310
BUSIA,NABULINDO  JANE KWOBA,INDEPENDENT,27148,310
BUSIA,AKELLO  PHANICE MARY,NUP,14605,310
BUSIA,NAKKU  FIONA,INDEPENDENT,8184,310
BUSIA,NABWIRE  SHARON VERON,INDEPENDENT,6345,310
BUSIA,TABU  SARAH,FDC,3650,310
BUSIA,BUSINGYE  ESTHER WAFULA,INDEPENDENT,1549,310
BUSIA,AUMA  SCOVIA JULIET,INDEPENDENT,1508,310
BUSIA,MUGENI  CHARITY,INDEPENDENT,857,310
BUTALEJA,NEBANDA  ANDIRU  FLORENCE,NRM,33105,311
BUTALEJA,HAMBA  MULOKI  AGATHA,INDEPENDENT,29586,311
BUTALEJA,NAWATENE  CHRISTINE SANNYU,INDEPENDENT,3496,311
BUTALEJA,NAMUGAWE  ZAMU WADINDI,INDEPENDENT,2014,311
BUTALEJA,WERE  ALLEN  WEGULO,NUP,1922,311
BUTAMBALA,NALULE  ASHA AISHA KABANDA,NUP,22335,312
BUTAMBALA,MIREMBE  LYDIA DAPHINE,NRM,14623,312
BUTAMBALA,NABWAMI  REHEMA SSENGENDO,FDC,187,312
BUTAMBALA,NALUNGA  SIRAJE RASHIDA,INDEPENDENT,86,312
BUTEBO,AMEEDE  AGNES,INDEPENDENT,14475,313
BUTEBO,AISU  ELIZABETH,NRM,12175,313
BUTEBO,LOGOSE  MONICA,INDEPENDENT,8341,313
BUTEBO,BASIIMA  SCOVIA,FDC,424,313
BUVUMA,MUGABI  SUSAN,NUP,8154,314
BUVUMA,NAGUJJA  JUDITH,NRM,6780,314
BUVUMA,NANTUME  JANEPHER EGUNYU,INDEPENDENT,6671,314
BUYENDE,NAKATO  MARY ANNET,INDEPENDENT,38650,315
BUYENDE,BABIRYE  VERONICA KADOGO,NRM,28347,315
BUYENDE,NAMULONDO  SARAH,INDEPENDENT,9143,315
BUYENDE,MUKYALA  RUTH,INDEPENDENT,3568,315
BUYENDE,BIIBI  SHARIFAH,NUP,3005,315
DOKOLO,ATIM OGWAL  CECILIA BARBARA,FDC,32223,316
DOKOLO,ADONGO ELAU  JANET ROSE OKELLO,NRM,16880,316
DOKOLO,AGUTI  SARAH,UPC,10460,316
FORT PORTAL CITY,LINDA  IRENE,NRM,22563,317
FORT PORTAL CITY,RWABWOGO  SYLIVIA,INDEPENDENT,7373,317
FORT PORTAL CITY,MUKIDI  JUDITH,INDEPENDENT,3174,317
FORT PORTAL CITY,KIHUNDE  SYLIVIA,NUP,1110,317
FORT PORTAL CITY,FOBBE'S  MASTULA SAIDI,INDEPENDENT,1036,317
FORT PORTAL CITY,KARUNGI  JOSELYNE,INDEPENDENT,891,317
FORT PORTAL CITY,KANSIIME  MARJORIE ANNET,ANT,381,317
GOMBA,NAYEBALE  SYLVIA,NRM,30253,318
GOMBA,SENTAMU  BETTY,NUP,22657,318
GOMBA,NAKATO  KYABANGI,INDEPENDENT,1716,318
GULU,LAKER  SHARON BALMOYI,NRM,6145,319
GULU,OKELLO  GORETTI ODOKI,DP,4331,319
GULU,ATIM  BETTY,INDEPENDENT,3492,319
GULU,AMONO  ROSE ALICE ABILI,FDC,2421,319
GULU,PILOYA  EVELYN GLORIA,INDEPENDENT,1751,319
GULU,LAPOTI  LUCY,INDEPENDENT,904,319
GULU,LALAM  IRENE,NUP,708,319
GULU,APIO  ROSEMARY MPANDE,INDEPENDENT,648,319
GULU CITY,AOL  BETTY OCAN,FDC,14706,320
GULU CITY,LAKER  JOLLY GRACE ANDRUVILE OKOT,DP,10458,320
GULU CITY,ATIM  ROSEMARY,INDEPENDENT,3390,320
GULU CITY,LAPOLO  MARIEA SHAKA,NRM,3156,320
GULU CITY,AUMA  VENTO OGORA,INDEPENDENT,1132,320
GULU CITY,ATIMANGO  CHRISTINE ODONGO,INDEPENDENT,660,320
GULU CITY,LANYERO  GERTRUDE,ANT,100,320
HOIMA,BUSINGE  HARRIET,NRM,28426,321
HOIMA,WEMBABAZI  BEATRICE,INDEPENDENT,18271,321
HOIMA,NYAMUHAIBONA  MARY,NUP,5659,321
HOIMA,MULINDWA  VENAH,ANT,1022,321
HOIMA,NABISEERE  REHEMAH,FDC,509,321
HOIMA CITY,NYAKATO  ASINANSI,FDC,18137,322
HOIMA CITY,KABASINDI  VIOLET KIBERU,NRM,11256,322
HOIMA CITY,PLAN  NABISUBI BERNADETTE,INDEPENDENT,4821,322
HOIMA CITY,KIIZA  BRIDGET,NUP,1246,322
IBANDA,BAINOMUGISHA  JANE KABAJUNGU,NRM,44638,323
IBANDA,KALIISA  JOVRINE KYOMUKAMA,INDEPENDENT,42803,323
IBANDA,KICONCO  EVALYNE,NUP,611,323
IBANDA,NASASIRA  ABIA,ANT,400,323
IBANDA,NAMARA  IMMACULATE,DP,106,323
IGANGA,KAUMA  SAUDA,NRM,43147,324
IGANGA,MARIAM  SEIF,INDEPENDENT,31858,324
IGANGA,KAKEREWE  AZIZA,NUP,12618,324
IGANGA,NANTALE  MARRIAM,FDC,4761,324
IGANGA,TALIKAZA  REBECCA,INDEPENDENT,2185,324
IGANGA,NASSANGA  JACKLINE OBA,INDEPENDENT,631,324
ISINGIRO,MUGUMYA  CLARE,NRM,105244,324
ISINGIRO,AYEBAZIBWE  JASTINE,INDEPENDENT,73405,325
JINJA,KATALI  LOY,NRM,18842,325
JINJA,TIBYAZE  PEACE,INDEPENDENT,18043,325
JINJA,NAMBI  MIRIA,NUP,11730,325
JINJA,NABIRYE  AGNES BAGANZI,INDEPENDENT,7162,325
JINJA,BYUMA  BETTY TUUSE,FDC,3798,325
JINJA,NAMUSOBYA  SARAFINA BETTY,INDEPENDENT,1722,325
JINJA,TULIRINYA  SHARON MARY,DP,1114,325
JINJA,KAMAALI  RACHEAL WABULIRIRE,INDEPENDENT,418,325
JINJA CITY,KYEBAKUTIKA  MANJERI,NUP,26952,326
JINJA CITY,MUSIKA  ANNET,NRM,17477,326
JINJA CITY,NABUKWASI  PETRA ENID,FDC,8709,326
JINJA CITY,NAIGAGA  LILIAN,INDEPENDENT,5959,326
JINJA CITY,KYEMBA  JANET RACHEAL,INDEPENDENT,3302,326
JINJA CITY,NAMUYOMBA  MARY,INDEPENDENT,2658,326
JINJA CITY,NAMUBIRU  HADIJJA,INDEPENDENT,1320,326
JINJA CITY,MINGAH  HAAWA,JEEMA,944,326
JINJA CITY,MUKAANI  AMINAH BALUNYWA,INDEPENDENT,554,326
JINJA CITY,WEKIYA  IRENE  FLORENCE PERSIS,INDEPENDENT,414,326
JINJA CITY,NAISANGA  STELLA,ANT,408,326
JINJA CITY,NDIKUWA  BIZUWENA,UPC,116,326
KAABONG,NAKWANG  CHRISTINE TUBO,NRM,18853,327
KAABONG,FARDOSA  AHMED,INDEPENDENT,8323,327
KAABONG,NAPEYOK OSIRE  JESCA RUTH,INDEPENDENT,2803,327
KAABONG,LOSIKE  ANJELLA LUCKY,NUP,417,327
KAABONG,MWAVITA  ALISA LOPS,FDC,335,327
KABALE,ATWAKIIRE  CATHELINE NDAMIRA,NRM,45738,328
KABALE,ATUHEIRE  ENID ORIGUMISIRIZA,INDEPENDENT,41632,328
KABALE,NATUKUNDA  SUSAN,FDC,2515,328
KABAROLE,BUSINGE  VICTORIA RUSOKE,NRM,45134,328
KABAROLE,KOBUGABE  LILIAN,NUP,15439,328
KABAROLE,BIRUNGI  ELIZABETH,FDC,2114,328
KABERAMAIDO,AWICH  JANE,NRM,14700,329
KABERAMAIDO,AMONGIN  JANE FRANCES OKILI,INDEPENDENT,12114,329
KABERAMAIDO,EKWAU  IBI FLORENCE,FDC,5633,329
KABERAMAIDO,AMAYO  IRYN ANYOBU,NUP,768,329
KABERAMAIDO,NANTALO  LEAH,INDEPENDENT,358,329
KAGADI,MBABAZI  JANEPHER KYOMUHENDO,NRM,65791,330
KAGADI,NAZIIWA  MARGRET,INDEPENDENT,43546,330
KAGADI,NYAKAISIKI  PROSCOVIA BAMUTURA,INDEPENDENT,1376,330
KAKUMIRO,NABBANJA  ROBINAH,NRM,61498,330
KAKUMIRO,BAKEINE  MABEL LILLIAN KOMUGISHA,INDEPENDENT,20527,330
KAKUMIRO,KOHEIRWE  ALLEN   MUTABAZI,INDEPENDENT,5300,330
KALAKI,AYOO  JENIFFER NALUKWAGO,NRM,16489,331
KALAKI,AJILO  MARIA GORETTI ELOGU,INDEPENDENT,15738,331
KALAKI,ASAO  SUSAN,FDC,2964,331
KALANGALA,NAKIMULI  HELEN,NUP,9791,331
KALANGALA,NABAYIGA  IDAH,NRM,8519,331
KALANGALA,NAKIMERA  LYDIA,INDEPENDENT,932,331
KALIRO,NAMUKUTA  BRENDA,NRM,38844,332
KALIRO,NABUGERE  MUNAABA FLAVIA,INDEPENDENT,16128,332
KALIRO,KISAKYE  ANGELYNE,FDC,6902,332
KALIRO,ABENAKYO  MARIAM,INDEPENDENT,2846,332
KALIRO,NANYANZI  SARAH JULIET,INDEPENDENT,1851,332
KALIRO,NAIGA  REBECCA IRENE EREEMYE,UPC,1138,332
KALIRO,NAMUSISI  SANUBI,INDEPENDENT,821,332
KALUNGU,SEKINDI  AISHA,NRM,25451,333
KALUNGU,KIGGUNDU  FIONA MIREMBE,NUP,21668,333
KALUNGU,WALIGGO  AISHA NULUYATI,DP,8754,333
KAMPALA,MALENDE  SHAMIM,NUP,314865,334
KAMPALA,NAMBI  FARIDAH,NRM,94870,334
KAMPALA,NYANZI  STELLA,FDC,61190,334
KAMPALA,NABUNJE  SUMAYIYAH MUWONGE,DP,16512,334
KAMPALA,NAMUGWANYA  REBECCA ROBINAH,INDEPENDENT,5680,334
KAMPALA,KASIRI  EVELYN KENT,INDEPENDENT,3880,334
KAMPALA,MUBIRU  FATUMAH,JEEMA,2921,334
KAMPALA,NABASIRYE  AISHAH,ANT,2710,334
KAMPALA,NANFUMA  SHAMIM,INDEPENDENT,2571,334
KAMULI,KADAGA  REBECCA,NRM,92840,335
KAMULI,SALAAMU  MUSUMBA PROSCOVIA,FDC,26909,335
KAMULI,BABIRYE  BRIDGET,NUP,10787,335
KAMWENGE,BAHIREIRA  TUMWEKWASE SYLVIA,INDEPENDENT,38309,336
KAMWENGE,AZAIRWE  DOROTHY KABARAITSYA,NRM,36601,336
KANUNGU,KINSHABA  PATIENCE NKUNDA,NRM,47967,337
KANUNGU,KANSIIME  HONEST FORTUNATE,INDEPENDENT,16043,337
KANUNGU,KARUNGI  ELIZABETH,INDEPENDENT,15939,337
KANUNGU,MUREKATETE  SHANTARI,INDEPENDENT,3962,337
KANUNGU,ASIIMWE  MACKLINE,FDC,1584,337
KANUNGU,KYARISIIMA  CHARITY,INDEPENDENT,1074,337
KAPCHORWA,CHEMUTAI  PHYLLIS,NRM,18060,338
KAPCHORWA,CHEKAMONDO  RUKIYA KULANY,INDEPENDENT,8535,338
KAPCHORWA,BEULAH  JULIET CHEPOYEYIN,INDEPENDENT,6581,338
KAPCHORWA,SEIKO  JALIA CHEKASIRE,INDEPENDENT,5772,338
KAPCHORWA,CHEMUTAI  HARRIET,NUP,610,338
KAPCHORWA,KABANYORO  PHIONA,ANT,238,338
KAPELEBYONG,ATUTO  JACINTA,NRM,7596,339
KAPELEBYONG,ADUPO  FLORENCE,FDC,7472,339
KAPELEBYONG,AJUPO  JOYCE HARRIET,INDEPENDENT,7466,339
KAPELEBYONG,AREGO  ANGELLA OJAKALA,INDEPENDENT,1377,339
KAPELEBYONG,ASIO  REGINE,INDEPENDENT,1307,339
KAPELEBYONG,AKELLO  CAROLINE,INDEPENDENT,906,339
KAPELEBYONG,ADIO  WINIFRED,INDEPENDENT,247,339
KAPELEBYONG,AMODING  HARRIET,INDEPENDENT,200,339
KARENGA,AKELLO  ROSE LILLY,NRM,10659,340
KARENGA,AKOT  SANTINA IBOI,INDEPENDENT,3640,340
KASESE,KABUGHO  FLORENCE,FDC,101072,341
KASESE,SARAH  ITUNGU MASEREKA,NRM,73924,341
KASESE,KABUGHO  MARY  MARYLYN,INDEPENDENT,48545,341
KASESE,KATEMBO  FATUMA,NUP,12378,341
KASSANDA,NABAGABE  KALULE FLAVIA,NUP,40990,342
KASSANDA,NALUBOWA  NAWIRAH,NRM,25848,342
KASSANDA,NANTONGO  JANE SSEMUDDU,INDEPENDENT,9602,342
KASSANDA,ATUKUNDA  REBECCA MUBANGIZI,INDEPENDENT,6119,342
KASSANDA,NAKAZIBWE  FATINAH,INDEPENDENT,2137,342
KATAKWI,ALUPO  JESSICA ROSE EPEL,INDEPENDENT,28361,343
KATAKWI,AKURUT  VIOLET ADOME,NRM,20386,343
KATAKWI,APUNO  CLARE,INDEPENDENT,4703,343
KATAKWI,AGUTI  STELLA JANE,FDC,1699,343
KATAKWI,AKITENG  JANE FRANCES,INDEPENDENT,1496,343
KATAKWI,ILEMUKORIT  JANE,INDEPENDENT,698,343
KATAKWI,AMODOI  JUDITH,INDEPENDENT,364,343
KAYUNGA,NANTABA  IDAH ERIOS,INDEPENDENT,42725,344
KAYUNGA,NAKWEEDE  HARRIET,NUP,37117,344
KAYUNGA,BIRUNGI KOBUSINGYE JACKLINE,INDEPENDENT,10202,344
KAYUNGA,NALUBWAMA  AGATHA,NRM,9237,344
KAYUNGA,NABIRYE  MARGRET,INDEPENDENT,3648,344
KAYUNGA,NAKADDU  BRENDA,FDC,889,344
KAYUNGA,WABUZA  LYDIA,DP,303,344
KAZO,MUHEESI  ABAHO JENIFER,NRM,20212,345
KAZO,NAWE  MOLLY  KAMUKAMA,INDEPENDENT,16850,345
KAZO,KEMIREMBE  RONAH,INDEPENDENT,15526,345
KAZO,TUMWEBAZE  PATIENCE,INDEPENDENT,157,345
KAZO,AYEBAZIBWE  IRENE,ANT,80,345
KIBAALE,KISEMBO  BASEMERA NOELINE,NRM,35604,346
KIBAALE,KUNIHIRA  PROSCOVIA,INDEPENDENT,7159,346
KIBOGA,KAAYA  CHRISTINE NAKIMWERO,NUP,24767,347
KIBOGA,NANKABIRWA  RUTH SSENTAMU,NRM,22878,347
KIBOGA,NAKIMULI  AISHA,INDEPENDENT,1759,347
KIBUKU,NAMUYANGU  KACHA JENIPHER,NRM,23058,348
KIBUKU,MWEBAZA  SARAH WENENE,INDEPENDENT,15925,348
KIBUKU,NAKANGU  SUSAN,INDEPENDENT,11575,348
KIBUKU,KATOOKO  SYLVIA DAMBA,INDEPENDENT,2856,348
KIBUKU,MUSENERO  SYLVIA MAJJARITI,INDEPENDENT,2206,348
KIBUKU,NAULA  MANJERI BOLE,FDC,1235,348
KIBUKU,NAMUSWA  MARGARET MANGURU,INDEPENDENT,741,348
KIBUKU,NAKAZIBWE  SCOVIA,INDEPENDENT,537,348
KIBUKU,TAMWENYA  RUTH,INDEPENDENT,527,348
KIBUKU,MBOIRA  MARY,INDEPENDENT,368,348
KIBUKU,AKWARE  DOREEN,DP,246,348
KIKUUBE,NATUMANYA  FLORA,NRM,39725,349
KIKUUBE,KAAHWA  TOPHACE,INDEPENDENT,25089,349
KIRUHURA,TWINOBUSINGYE  JOVANICE,NRM,35319,350
KIRUHURA,KABAIJE  SHEILA MWINE,INDEPENDENT,15105,350
KIRUHURA,KABARANGIRA  ROSEMARY,ANT,1465,350
KIRYANDONGO,KAHUNDE  HELEN,NRM,35490,351
KIRYANDONGO,KATUSIIME  JOVIA,INDEPENDENT,21551,351
KISORO,NYIRABASHITSI  SARAH MATEKE,NRM,60849,351
KISORO,KABAGYENI  ROSE,INDEPENDENT,43846,351
KISORO,MUSANASE  JULIET,INDEPENDENT,3421,351
KISORO,KANYANGE  PENINAH,INDEPENDENT,677,351
KITAGWENDA,NYAKATO  DOROTHY,NRM,26924,352
KITAGWENDA,KENYONYOZI  EFRANCE,INDEPENDENT,18925,352
KITAGWENDA,ASIIMWE  JOAN,FDC,1482,352
KITGUM,ABER  LILLIAN,NRM,41192,352
KITGUM,ALANYO  OLOBO ROSELINE,UPC,7680,352
KITGUM,ADOKORACH  ODUR NORAH,INDEPENDENT,3624,353
KOBOKO,TABAN  SHARIFAH AATE,NRM,44614,353
KOBOKO,ARIYE  EUNICE OWINYI,INDEPENDENT,4937,353
KOLE,ALYEK  JUDITH,NRM,28505,353
KOLE,ACHENG  SANDRA,INDEPENDENT,15036,353
KOLE,AUMA  JANNET,UPC,12825,353
KOLE,ALUM  ANNE,INDEPENDENT,9740,353
KOLE,LORNA  EUNICE AKULLU,NUP,1420,353
KOLE,AKELLO  JENNIFER,INDEPENDENT,1033,354
KOTIDO,ALEPER  MARGARET ACHILLA,NRM,25620,354
KOTIDO,AKELLO  AGNES LOKOCHIL,INDEPENDENT,13919,354
KOTIDO,MUNYES  PRISCA LOTYANG,FDC,1343,354
KUMI,APOLOT  CHRISTINE,NRM,35152,354
KUMI,AMODING  MONICAH,INDEPENDENT,29292,354
KUMI,ATEMO  MARY GORRETY,FDC,2245,354
KUMI,ALUO  ESTHER,INDEPENDENT,1553,354
KUMI,NORMA  SUSAN OTAI,INDEPENDENT,558,354
KUMI,IKIROR  KEVIN,INDEPENDENT,242,355
KWANIA,AUMA  KENNY,UPC,37497,355
KWANIA,APIO  SUSAN,INDEPENDENT,7857,355
KWANIA,ACOLA  JUDITH IYER OGWANG,NRM,6855,355
KWANIA,AMONGI  JUDITH OLOPE,INDEPENDENT,1228,355
KWANIA,AMEK  MARY GRACE,INDEPENDENT,743,355
KWANIA,ANANG  JUDITH OKAO,INDEPENDENT,475,355
KWEEN,CHERUKUT  ROSE EMMA,NRM,19479,356
KWEEN,CHEKWEL  LYDIA,INDEPENDENT,13550,356
KWEEN,CHEROP  IRENE,FDC,360,356
KYANKWANZI,SENDAWULA  CHRISTINE BUKENYA,NRM,31546,356
KYANKWANZI,NANKABIRWA  ANN  MARIA,INDEPENDENT,23189,356
KYANKWANZI,COMFORTABLE  EVERYNE,NUP,8824,356
KYEGEGWA,KABAHENDA  FLAVIA RWABUHORO,NRM,47844,357
KYEGEGWA,KIIZA  STELLA,INDEPENDENT,29080,357
KYEGEGWA,KUNIHIRA  REHEMA,NUP,4861,357
KYEGEGWA,KYOGABIRWE  JACKIE MUGANDA,INDEPENDENT,42,357
KYENJOJO,KUNIHIRA   FAITH PHILO,NRM,75576,358
KYENJOJO,BAGUMA  SPELLANZA MUHENDA,INDEPENDENT,51965,358
KYENJOJO,KEMIGISA   ROSE,FDC,1562,358
KYENJOJO,TIMBIGAMBA  LYNDAH,INDEPENDENT,1373,358
KYOTERA,NANTONGO  FORTUNATE ROSE,DP,49019,359
KYOTERA,NAKITENDE  RACHEAL,NRM,26137,359
KYOTERA,NASSOLO  AISHA,FDC,539,359
KYOTERA,NAKITTO  MAGRET,INDEPENDENT,464,359
LAMWO,ACORA  NANCY,INDEPENDENT,17064,360
LAMWO,LANYERO  MOLLY,NRM,12862,360
LAMWO,LAMUNU  NANCY,INDEPENDENT,2200,360
LAMWO,NYEKO  JONES JENNIFER,ANT,1125,360
LAMWO,LANYERO  SARAH OCHIENG,INDEPENDENT,1040,360
LAMWO,LABOTE  FAITH BALMOI,INDEPENDENT,865,360
LIRA,AUMA  LINDA AGNES,INDEPENDENT,22086,361
LIRA,ONGINA  FLORENCE,NRM,19004,361
LIRA,MARGARET J  ATENG OTIM,UPC,18716,361
LIRA,AKELLO  GLORIA,INDEPENDENT,1947,361
LIRA CITY,ACENG  JANE RUTH OCERO,NRM,34054,362
LIRA CITY,ATIM  JOY ONGOM,UPC,19088,362
LIRA CITY,OKULLO  EUNICE ANNA,ANT,310,362
LUUKA,MBAYO  ESTHER MBULAKUBUZA,NRM,25495,362
