Constituency,Name,Political Party,Votes
RUSHENYI COUNTY,BABIRYE VERONICA KADOGO,INDEPENDENT,22422
RUSHENYI COUNTY,NAMULONDO SARAH,INDEPENDENT,22423
RWAMPARA COUNTY,MUKYALA RUTH,INDEPENDENT,22563
RWAMPARA COUNTY,BIIBI SHARIFAH,INDEPENDENT,22606
RWAMPARA COUNTY,ATIM OGWAL CECILIA,INDEPENDENT,22657
RWAMPARA COUNTY,BARBARA,INDEPENDENT,22730
RWAMPARA COUNTY,ADONGO ELAU JANET ROSE,INDEPENDENT,22782
RWAMPARA COUNTY,OKELLO,INDEPENDENT,22793
RWAMPARA EAST COUNTY,AGUTI SARAH,INDEPENDENT,22878
RWAMPARA EAST COUNTY,LINDA IRENE,INDEPENDENT,22895
RWAMPARA EAST COUNTY,,INDEPENDENT,23058
RWAMPARA EAST COUNTY,RWABWOGO SYLIVIA,INDEPENDENT,23189
RWAMPARA EAST COUNTY,MUKIDI JUDITH,INDEPENDENT,23289
RWAMPARA EAST COUNTY,KIHUNDE SYLIVIA,INDEPENDENT,23471
SAMIA BUGWE CENTRAL,,INDEPENDENT,23471
SAMIA BUGWE CENTRAL,FOBBE'S MASTULA SAIDI,INDEPENDENT,23474
SAMIA BUGWE CENTRAL,KARUNGI JOSELYNE,INDEPENDENT,23840
SAMIA BUGWE CENTRAL,KANSIIME MARJORIE ANNET,INDEPENDENT,23876
SAMIA BUGWE CENTRAL,NAYEBALE SYLVIA,INDEPENDENT,23926
SAMIA BUGWE CENTRAL,SENTAMU BETTY,INDEPENDENT,23977
SAMIA BUGWE COUNTY,NAKATO KYABANGI,INDEPENDENT,23986
SAMIA BUGWE COUNTY,LAKER SHARON BALMOYI,INDEPENDENT,23990
SAMIA BUGWE COUNTY,OKELLO GORETTI ODOKI,INDEPENDENT,24042
SAMIA BUGWE COUNTY,ATIM BETTY,INDEPENDENT,24061
SAMIA BUGWE COUNTY,AMONO ROSE ALICE ABILI,INDEPENDENT,24067
SAMIA BUGWE COUNTY,PILOYA EVELYN GLORIA,INDEPENDENT,24070
SAMIA BUGWE COUNTY,LAPOTI LUCY,INDEPENDENT,24244
SAMIA BUGWE COUNTY,LALAM IRENE,INDEPENDENT,24417
SAMIA BUGWE COUNTY,APIO ROSEMARY MPANDE,INDEPENDENT,24463
SAMIA BUGWE COUNTY,AOL BETTY OCAN,INDEPENDENT,24508
SAMIA BUGWE COUNTY,LAKER JOLLY GRACE,INDEPENDENT,24761
SAMIA BUGWE COUNTY,ANDRUVILE OKOT,INDEPENDENT,24767
SAMIA BUGWE COUNTY,ATIM ROSEMARY,INDEPENDENT,24908
SAMIA BUGWE COUNTY,LAPOLO MARIEA SHAKA,INDEPENDENT,25089
SAMIA BUGWE COUNTY,AUMA VENTO OGORA,INDEPENDENT,25171
SAMIA BUGWE COUNTY,ATIMANGO CHRISTINE,INDEPENDENT,25276
SAMIA BUGWE COUNTY,ODONGO,INDEPENDENT,25343
SAMIA BUGWE COUNTY,LANYERO GERTRUDE,INDEPENDENT,25348
SAMIA BUGWE COUNTY,BUSINGE HARRIET,INDEPENDENT,25451
SAMIA BUGWE COUNTY,WEMBABAZI BEATRICE,INDEPENDENT,25495
SAMIA BUGWE COUNTY,NYAMUHAIBONA MARY,INDEPENDENT,25620
SERERE COUNTY,MULINDWA VENAH,INDEPENDENT,25810
SERERE COUNTY,NABISEERE REHEMAH,INDEPENDENT,25848
SERERE COUNTY,NYAKATO ASINANSI,INDEPENDENT,25864
SERERE COUNTY,KABASINDI VIOLET KIBERU,INDEPENDENT,25989
SERERE COUNTY,PLAN NABISUBI BERNADETTE,INDEPENDENT,26137
SERERE COUNTY,KIIZA BRIDGET,INDEPENDENT,26173
SHEEMA COUNTY NORTH,BAINOMUGISHA JANE,INDEPENDENT,26199
SHEEMA COUNTY NORTH,KABAJUNGU,INDEPENDENT,26239
SHEEMA COUNTY NORTH,KALIISA JOVRINE,INDEPENDENT,26378
SHEEMA COUNTY NORTH,KYOMUKAMA,INDEPENDENT,26435
SHEEMA COUNTY NORTH,KICONCO EVALYNE,INDEPENDENT,26512
SHEEMA COUNTY SOUTH,NASASIRA ABIA,INDEPENDENT,26810
SHEEMA COUNTY SOUTH,NAMARA IMMACULATE,INDEPENDENT,26840
SHEEMA COUNTY SOUTH,KAUMA SAUDA,INDEPENDENT,26855
SHEEMA COUNTY SOUTH,MARIAM SEIF,INDEPENDENT,26909
SHEEMA COUNTY SOUTH,KAKEREWE AZIZA,INDEPENDENT,26924
SHEEMA MUNICIPALITY,NANTALE MARRIAM,INDEPENDENT,26952
SHEEMA MUNICIPALITY,TALIKAZA REBECCA,INDEPENDENT,27024
SHEEMA MUNICIPALITY,NASSANGA JACKLINE OBA,INDEPENDENT,27148
SHEEMA MUNICIPALITY,MUGUMYA CLARE,INDEPENDENT,27202
SHEEMA MUNICIPALITY,AYEBAZIBWE JASTINE,INDEPENDENT,27516
SOI COUNTY,KATALI LOY,INDEPENDENT,27538
SOI COUNTY,TIBYAZE PEACE,INDEPENDENT,27660
SOI COUNTY,NAMBI MIRIA,INDEPENDENT,27675
SOROTI COUNTY,NABIRYE AGNES BAGANZI,INDEPENDENT,27850
SOROTI COUNTY,BYUMA BETTY TUUSE,INDEPENDENT,27908
SOROTI COUNTY,NAMUSOBYA SARAFINA,INDEPENDENT,27950
SOROTI COUNTY,BETTY,INDEPENDENT,28002
SOROTI COUNTY,TULIRINYA SHARON MARY,INDEPENDENT,28060
SOROTI COUNTY,KAMAALI RACHEAL,INDEPENDENT,28230
SOROTI COUNTY,WABULIRIRE,INDEPENDENT,28325
SOROTI COUNTY,KYEBAKUTIKA MANJERI,INDEPENDENT,28347
SOROTI COUNTY,MUSIKA ANNET,INDEPENDENT,28361
SOROTI EAST DIVISION,NABUKWASI PETRA ENID,INDEPENDENT,28426
SOROTI EAST DIVISION,NAIGAGA LILIAN,INDEPENDENT,28459
SOROTI EAST DIVISION,KYEMBA JANET RACHEAL,INDEPENDENT,28505
SOROTI EAST DIVISION,NAMUYOMBA MARY,INDEPENDENT,28520
SOROTI EAST DIVISION,NAMUBIRU HADIJJA,INDEPENDENT,28667
SOROTI EAST DIVISION,MINGAH HAAWA,INDEPENDENT,28759
SOROTI WEST DIVISION,MUKAANI AMINAH BALUNYWA,INDEPENDENT,28875
SOROTI WEST DIVISION,WEKIYA IRENE FLORENCE,INDEPENDENT,28909
SOROTI WEST DIVISION,PERSIS,INDEPENDENT,28986
SOROTI WEST DIVISION,NAISANGA STELLA,INDEPENDENT,29073
SOUTH,NDIKUWA BIZUWENA,INDEPENDENT,29080
SOUTH,NAKWANG CHRISTINE TUBO,INDEPENDENT,29184
SOUTH,FARDOSA AHMED,INDEPENDENT,29292
SOUTH,NAPEYOK OSIRE JESCA RUTH,INDEPENDENT,29381
SOUTH,LOSIKE ANJELLA LUCKY,INDEPENDENT,29586
SOUTH,MWAVITA ALISA LOPS,INDEPENDENT,29587
SOUTH,ATWAKIIRE CATHELINE,INDEPENDENT,29594
SOUTH,NDAMIRA,INDEPENDENT,29744
T'OO COUNTY,ATUHEIRE ENID,INDEPENDENT,30004
T'OO COUNTY,ORIGUMISIRIZA,INDEPENDENT,30253
T'OO COUNTY,NATUKUNDA SUSAN,INDEPENDENT,30275
TEPETH COUNTY,BUSINGE VICTORIA RUSOKE,INDEPENDENT,30298
TEPETH COUNTY,KOBUGABE LILIAN,INDEPENDENT,30350
TEPETH COUNTY,BIRUNGI ELIZABETH,INDEPENDENT,31119
TEPETH COUNTY,AWICH JANE,INDEPENDENT,31142
TEREGO EAST COUNTY,AMONGIN JANE FRANCES,INDEPENDENT,31263
TEREGO EAST COUNTY,OKILI,INDEPENDENT,31324
TEREGO EAST COUNTY,EKWAU IBI FLORENCE,INDEPENDENT,31353
TEREGO EAST COUNTY,AMAYO IRYN ANYOBU,INDEPENDENT,31445
TEREGO EAST COUNTY,NANTALO LEAH,INDEPENDENT,31546
TEREGO EAST COUNTY,MBABAZI JANEPHER,INDEPENDENT,31621
TEREGO EAST COUNTY,KYOMUHENDO,INDEPENDENT,31628
TEREGO EAST COUNTY,NAZIIWA MARGRET,INDEPENDENT,31653
TEREGO WEST COUNTY,NYAKAISIKI PROSCOVIA,INDEPENDENT,31817
TEREGO WEST COUNTY,BAMUTURA,INDEPENDENT,31858
TEREGO WEST COUNTY,NABBANJA ROBINAH,INDEPENDENT,32223
TEREGO WEST COUNTY,BAKEINE MABEL LILLIAN,INDEPENDENT,32320
TEREGO WEST COUNTY,KOMUGISHA,INDEPENDENT,32488
TEREGO WEST COUNTY,KOHEIRWE ALLENMUTABAZI,INDEPENDENT,32894
TEREGO WEST COUNTY,AYOO JENIFFER NALUKWAGO,INDEPENDENT,33030
TINGEY COUNTY,AJILO MARIA GORETTI ELOGU,INDEPENDENT,33105
TINGEY COUNTY,ASAO SUSAN,INDEPENDENT,33500
TINGEY COUNTY,NAKIMULI HELEN,INDEPENDENT,33701
TINGEY COUNTY,NABAYIGA IDAH,INDEPENDENT,34054
TINGEY COUNTY,NAKIMERA LYDIA,INDEPENDENT,34057
TOCHI COUNTY,NAMUKUTA BRENDA,INDEPENDENT,34229
TOCHI COUNTY,NABUGERE MUNAABA FLAVIA,INDEPENDENT,34291
TOCHI COUNTY,KISAKYE ANGELYNE,INDEPENDENT,34399
TOCHI COUNTY,ABENAKYO MARIAM,INDEPENDENT,34709
TOROMA COUNTY,NANYANZI SARAH JULIET,INDEPENDENT,34736
TOROMA COUNTY,NAIGA REBECCA IRENE,INDEPENDENT,35152
TOROMA COUNTY,EREEMYE,INDEPENDENT,35222
TOROMA COUNTY,NAMUSISI SANUBI,INDEPENDENT,35319
TOROMA COUNTY,SEKINDI AISHA,INDEPENDENT,35391
TOROMA COUNTY,KIGGUNDU FIONA MIREMBE,INDEPENDENT,35490
TOROMA COUNTY,WALIGGO AISHA NULUYATI,INDEPENDENT,35604
TOROMA COUNTY,MALENDE SHAMIM,INDEPENDENT,35681
TOROMA COUNTY,NAMBI FARIDAH,INDEPENDENT,35892
TOROMA COUNTY,NYANZI STELLA,INDEPENDENT,36386
TOROMA COUNTY,NABUNJE SUMAYIYAH,INDEPENDENT,36594
TORORO MUNICIPALITY,MUWONGE,INDEPENDENT,36601
TORORO MUNICIPALITY,NAMUGWANYA REBECCA,INDEPENDENT,36638
TORORO MUNICIPALITY,ROBINAH,INDEPENDENT,36921
TORORO MUNICIPALITY,KASIRI EVELYN KENT,INDEPENDENT,37024
TORORO MUNICIPALITY,MUBIRU FATUMAH,INDEPENDENT,37117
TORORO MUNICIPALITY,NABASIRYE AISHAH,INDEPENDENT,37497
TORORO MUNICIPALITY,NANFUMA SHAMIM,INDEPENDENT,37889
TORORO MUNICIPALITY,KADAGA REBECCA,INDEPENDENT,38309
TORORO MUNICIPALITY,SALAAMU MUSUMBA,INDEPENDENT,38383
TORORO NORTH COUNTY,PROSCOVIA,INDEPENDENT,38650
TORORO NORTH COUNTY,BABIRYE BRIDGET,INDEPENDENT,38844
TORORO NORTH COUNTY,BAHIREIRA TUMWEKWASE,INDEPENDENT,39725
TORORO NORTH COUNTY,SYLVIA,INDEPENDENT,39752
TORORO NORTH COUNTY,AZAIRWE DOROTHY,INDEPENDENT,39828
TORORO NORTH COUNTY,KABARAITSYA,INDEPENDENT,39847
TORORO NORTH COUNTY,KINSHABA PATIENCE NKUNDA,INDEPENDENT,39982
TORORO SOUTH COUNTY,KANSIIME HONEST,INDEPENDENT,40353
TORORO SOUTH COUNTY,FORTUNATE,INDEPENDENT,40638
TORORO SOUTH COUNTY,KARUNGI ELIZABETH,INDEPENDENT,40729
TORORO SOUTH COUNTY,MUREKATETE SHANTARI,INDEPENDENT,40792
TORORO SOUTH COUNTY,ASIIMWE MACKLINE,INDEPENDENT,40990
TORORO SOUTH COUNTY,KYARISIIMA CHARITY,INDEPENDENT,41192
TORORO SOUTH COUNTY,CHEMUTAI PHYLLIS,INDEPENDENT,41197
TORORO SOUTH COUNTY,CHEKAMONDO RUKIYA,INDEPENDENT,41561
TORORO SOUTH COUNTY,KULANY,INDEPENDENT,41632
UPE COUNTY,BEULAH JULIET CHEPOYEYIN,INDEPENDENT,42185
UPE COUNTY,SEIKO JALIA CHEKASIRE,INDEPENDENT,42725
UPE COUNTY,CHEMUTAI HARRIET,INDEPENDENT,42803
UPPER MADI COUNTY,KABANYORO PHIONA,INDEPENDENT,43147
UPPER MADI COUNTY,ATUTO JACINTA,INDEPENDENT,43215
UPPER MADI COUNTY,ADUPO FLORENCE,INDEPENDENT,43546
UPPER MADI COUNTY,AJUPO JOYCE HARRIET,INDEPENDENT,43846
UPPER MADI COUNTY,AREGO ANGELLA OJAKALA,INDEPENDENT,44614
UPPER MADI COUNTY,ASIO REGINE,INDEPENDENT,44618
UPPER MADI COUNTY,AKELLO CAROLINE,INDEPENDENT,44638
USUK COUNTY,ADIO WINIFRED,INDEPENDENT,44680
USUK COUNTY,AMODING HARRIET,INDEPENDENT,45134
USUK COUNTY,AKELLO ROSE LILLY,INDEPENDENT,45571
USUK COUNTY,AKOT SANTINA IBOI,INDEPENDENT,45738
USUK COUNTY,KABUGHO FLORENCE,INDEPENDENT,47203
USUK COUNTY,SARAH ITUNGU MASEREKA,INDEPENDENT,47844
VURRA COUNTY,KABUGHO MARY MARYLYN,INDEPENDENT,47967
VURRA COUNTY,KATEMBO FATUMA,INDEPENDENT,48164
VURRA COUNTY,NABAGABE KALULE FLAVIA,INDEPENDENT,48322
VURRA COUNTY,NALUBOWA NAWIRAH,INDEPENDENT,48545
WEST BUDAMA CENTRAL,NANTONGO JANE SSEMUDDU,INDEPENDENT,48951
WEST BUDAMA CENTRAL,ATUKUNDA REBECCA,INDEPENDENT,49019
WEST BUDAMA CENTRAL,MUBANGIZI,INDEPENDENT,49066
WEST BUDAMA CENTRAL,NAKAZIBWE FATINAH,INDEPENDENT,49363
WEST BUDAMA CENTRAL,ALUPO JESSICA ROSE EPEL,INDEPENDENT,49501
WEST BUDAMA CENTRAL,AKURUT VIOLET ADOME,INDEPENDENT,50254
WEST BUDAMA CENTRAL,APUNO CLARE,INDEPENDENT,51965
WEST BUDAMA CENTRAL,AGUTI STELLA JANE,INDEPENDENT,60849
WEST BUDAMA COUNTY,AKITENG JANE FRANCES,INDEPENDENT,61190
WEST BUDAMA COUNTY,ILEMUKORIT JANE,INDEPENDENT,61498
WEST BUDAMA COUNTY,AMODOI JUDITH,INDEPENDENT,62570
WEST BUDAMA COUNTY,NANTABA IDAH ERIOS,INDEPENDENT,64633
WEST BUDAMA COUNTY,NAKWEEDE HARRIET,INDEPENDENT,65791
WEST BUDAMA COUNTY,BIRUNGI KOBUSINGYE,INDEPENDENT,67862
WEST BUDAMA COUNTY,JACKLINE,INDEPENDENT,69011
WEST BUDAMA COUNTY,NALUBWAMA AGATHA,INDEPENDENT,69286
WEST BUDAMA COUNTY,NABIRYE MARGRET,INDEPENDENT,73055
WEST BUDAMA COUNTY,NAKADDU BRENDA,INDEPENDENT,73405
WEST BUDAMA COUNTY,WABUZA LYDIA,INDEPENDENT,73924
WEST BUDAMA COUNTY,MUHEESI ABAHO JENIFER,INDEPENDENT,75576
WEST BUDAMA COUNTY,NAWE MOLLY KAMUKAMA,INDEPENDENT,76662
WEST BUDAMA COUNTY,KEMIREMBE RONAH,INDEPENDENT,76801
WEST BUDAMA NORTH EAST,TUMWEBAZE PATIENCE,INDEPENDENT,88918
WEST BUDAMA NORTH EAST,AYEBAZIBWE IRENE,INDEPENDENT,90787
WEST BUDAMA NORTH EAST,KISEMBO BASEMERA NOELINE,INDEPENDENT,92840
WEST BUDAMA NORTH EAST,KUNIHIRA PROSCOVIA,INDEPENDENT,94870
WEST BUDAMA NORTH EAST,KAAYA CHRISTINE,INDEPENDENT,101072
WEST BUDAMA NORTH EAST,NAKIMWERO,INDEPENDENT,102162
WEST COUNTY,NANKABIRWA RUTH,INDEPENDENT,105244
WEST MOYO COUNTY,SSENTAMU,INDEPENDENT,156022
WEST MOYO COUNTY,NAKIMULI AISHA,INDEPENDENT,156371
WEST MOYO COUNTY,NAMUYANGU KACHA,INDEPENDENT,314865
WEST MOYO COUNTY,JENIPHER,INDEPENDENT,364991
